scientificName	scientificNameID
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
Clytia gracilis	urn:lsid:marinespecies.org:taxname:117367
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Phaeocystis globosa	urn:lsid:marinespecies.org:taxname:160538
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Calappa hepatica	urn:lsid:marinespecies.org:taxname:209501
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Decapoda	urn:lsid:marinespecies.org:taxname:1130
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
Naso unicornis	urn:lsid:marinespecies.org:taxname:219668
	
	
	
	
Gonyaulacales	urn:lsid:marinespecies.org:taxname:109391
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Naviculales	urn:lsid:marinespecies.org:taxname:149015
	
Haliclona pigmentifera	urn:lsid:marinespecies.org:taxname:166430
	
Laodicea undulata	urn:lsid:marinespecies.org:taxname:117725
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Hypnea nigrescens	urn:lsid:marinespecies.org:taxname:220814
	
	
Cliothosa aurivillii	urn:lsid:marinespecies.org:taxname:170491
Stylocheilus striatus	urn:lsid:marinespecies.org:taxname:224662
Calappa hepatica	urn:lsid:marinespecies.org:taxname:209501
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Laodicea undulata	urn:lsid:marinespecies.org:taxname:117725
	
	
Pseudo-nitzschia	urn:lsid:marinespecies.org:taxname:149151
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Ceramiales	urn:lsid:marinespecies.org:taxname:860
Naviculales	urn:lsid:marinespecies.org:taxname:149015
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Sigmaxinella hipposiderus	urn:lsid:marinespecies.org:taxname:577142
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
Mycale cecilia	urn:lsid:marinespecies.org:taxname:192516
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
Cladocroce burapha	urn:lsid:marinespecies.org:taxname:166302
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Rhodomelaceae	urn:lsid:marinespecies.org:taxname:143674
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Paramoeba branchiphila	urn:lsid:marinespecies.org:taxname:1738998
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Gonyaulacales	urn:lsid:marinespecies.org:taxname:109391
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
	
	
Callyspongia fallax	urn:lsid:marinespecies.org:taxname:190264
	
	
	
	
Kareniaceae	urn:lsid:marinespecies.org:taxname:599664
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
	
	
Calappa hepatica	urn:lsid:marinespecies.org:taxname:209501
Amphiura velox	urn:lsid:marinespecies.org:taxname:244859
Chelonia mydas	urn:lsid:marinespecies.org:taxname:137206
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
Phorbas bihamiger	urn:lsid:marinespecies.org:taxname:169314
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Ophiocomella valenciae	urn:lsid:marinespecies.org:taxname:1306699
	
	
	
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Balistoides viridescens	urn:lsid:marinespecies.org:taxname:219875
Echinothrix diadema	urn:lsid:marinespecies.org:taxname:213378
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Paramoeba	urn:lsid:marinespecies.org:taxname:120552
	
Edwardsia longicornis	urn:lsid:marinespecies.org:taxname:100889
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
	
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
Amphidinium massartii	urn:lsid:marinespecies.org:taxname:109743
Florideophyceae	urn:lsid:marinespecies.org:taxname:368670
	
	
	
	
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
	
Hymeniacidon flavia	urn:lsid:marinespecies.org:taxname:345601
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Stethojulis strigiventer	urn:lsid:marinespecies.org:taxname:219061
Thalamita chaptali	urn:lsid:marinespecies.org:taxname:208841
Leonnates decipiens	urn:lsid:marinespecies.org:taxname:130376
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
Lutjanus monostigma	urn:lsid:marinespecies.org:taxname:218474
	
	
	
	
	
	
	
	
Strongylacidon bermuda	urn:lsid:marinespecies.org:taxname:168796
	
	
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
Insecta	urn:lsid:marinespecies.org:taxname:1307
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
Timarete ceciliae	urn:lsid:marinespecies.org:taxname:1581971
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Breviturma brevipes	urn:lsid:marinespecies.org:taxname:1214744
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
Insecta	urn:lsid:marinespecies.org:taxname:1307
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Leptothecata	urn:lsid:marinespecies.org:taxname:13552
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
	
	
	
	
	
	
	
Phanerophthalmus lentigines	urn:lsid:marinespecies.org:taxname:1313730
	
	
	
Bacillariophyceae	urn:lsid:marinespecies.org:taxname:148899
Bacillariophyta	urn:lsid:marinespecies.org:taxname:148898
	
	
Laurencia	urn:lsid:marinespecies.org:taxname:143914
Gonyaulacales	urn:lsid:marinespecies.org:taxname:109391
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Paramoeba aestuarina	urn:lsid:marinespecies.org:taxname:120622
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Bohadschia koellikeri	urn:lsid:marinespecies.org:taxname:210764
Suberitida	urn:lsid:marinespecies.org:taxname:845509
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
	
Dinophyceae	urn:lsid:marinespecies.org:taxname:19542
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
Clytia gracilis	urn:lsid:marinespecies.org:taxname:117367
	
	
	
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
Lensia campanella	urn:lsid:marinespecies.org:taxname:196555
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
Apionsoma (Apionsoma) misakianum	urn:lsid:marinespecies.org:taxname:266492
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Bacillariophyceae	urn:lsid:marinespecies.org:taxname:148899
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Sphaerocoryne bedoti	urn:lsid:marinespecies.org:taxname:117952
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
	
	
	
	
	
	
	
	
	
	
Laurencia	urn:lsid:marinespecies.org:taxname:143914
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
Echinodermata	urn:lsid:marinespecies.org:taxname:1806
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Aplysia argus	urn:lsid:marinespecies.org:taxname:730434
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
Paratimea	urn:lsid:marinespecies.org:taxname:132036
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
Suberitida	urn:lsid:marinespecies.org:taxname:845509
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Amphidinium massartii	urn:lsid:marinespecies.org:taxname:109743
	
	
Sagittoidea	urn:lsid:marinespecies.org:taxname:5949
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Cerithium rostratum	urn:lsid:marinespecies.org:taxname:216688
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
	
	
	
Acanthophora spicifera	urn:lsid:marinespecies.org:taxname:211768
	
	
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
Heronidrilus fastigatus	urn:lsid:marinespecies.org:taxname:475722
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
Bacillariophyceae	urn:lsid:marinespecies.org:taxname:148899
	
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
	
Triactis producta	urn:lsid:marinespecies.org:taxname:220506
	
	
	
	
	
	
Florideophyceae	urn:lsid:marinespecies.org:taxname:368670
	
	
Florideophyceae	urn:lsid:marinespecies.org:taxname:368670
	
	
	
	
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
Dinophyceae	urn:lsid:marinespecies.org:taxname:19542
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Echinoidea	urn:lsid:marinespecies.org:taxname:123082
Corallimorpharia	urn:lsid:marinespecies.org:taxname:1362
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Leptothecata	urn:lsid:marinespecies.org:taxname:13552
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Ophionereis porrecta	urn:lsid:marinespecies.org:taxname:213419
Zancleopsis dichotoma	urn:lsid:marinespecies.org:taxname:288110
	
Rhodomelaceae	urn:lsid:marinespecies.org:taxname:143674
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
Chordata	urn:lsid:marinespecies.org:taxname:1821
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
	
	
Dinophyceae	urn:lsid:marinespecies.org:taxname:19542
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Stylocheilus striatus	urn:lsid:marinespecies.org:taxname:224662
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Insecta	urn:lsid:marinespecies.org:taxname:1307
Amphidinium massartii	urn:lsid:marinespecies.org:taxname:109743
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
Clytia gracilis	urn:lsid:marinespecies.org:taxname:117367
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
	
	
	
	
Florideophyceae	urn:lsid:marinespecies.org:taxname:368670
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Sphaerocoryne bedoti	urn:lsid:marinespecies.org:taxname:117952
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Ctenodrilus pacificus	urn:lsid:marinespecies.org:taxname:873617
Actiniaria	urn:lsid:marinespecies.org:taxname:1360
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
Palisada	urn:lsid:marinespecies.org:taxname:369984
	
Chromis xanthochira	urn:lsid:marinespecies.org:taxname:273761
	
	
	
	
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Acanthurus triostegus	urn:lsid:marinespecies.org:taxname:219630
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Breviturma brevipes	urn:lsid:marinespecies.org:taxname:1214744
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Dardanus deformis	urn:lsid:marinespecies.org:taxname:208730
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
	
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
Florideophyceae	urn:lsid:marinespecies.org:taxname:368670
	
	
Bacillariophyta	urn:lsid:marinespecies.org:taxname:148898
	
	
	
	
	
	
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
Rhodomelaceae	urn:lsid:marinespecies.org:taxname:143674
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Clionaidae	urn:lsid:marinespecies.org:taxname:170417
Insecta	urn:lsid:marinespecies.org:taxname:1307
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
	
	
	
	
	
	
	
	
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Naria helvola	urn:lsid:marinespecies.org:taxname:1075035
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Amphilepidida	urn:lsid:marinespecies.org:taxname:1062666
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Rhodomelaceae	urn:lsid:marinespecies.org:taxname:143674
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
Epinephelus fasciatus	urn:lsid:marinespecies.org:taxname:218207
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
Ascomycota	urn:lsid:marinespecies.org:taxname:21891
	
	
	
	
	
	
	
	
	
	
Insecta	urn:lsid:marinespecies.org:taxname:1307
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Euphysilla pyramidata	urn:lsid:marinespecies.org:taxname:221089
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
	
	
Clytia gracilis	urn:lsid:marinespecies.org:taxname:117367
	
	
	
Dinophyceae	urn:lsid:marinespecies.org:taxname:19542
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
Lethrinus rubrioperculatus	urn:lsid:marinespecies.org:taxname:212077
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Stylocheilus	urn:lsid:marinespecies.org:taxname:203969
Chaetopterus longimanus	urn:lsid:marinespecies.org:taxname:336428
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
	
	
	
	
	
Spyridia filamentosa	urn:lsid:marinespecies.org:taxname:144706
	
Mulloidichthys flavolineatus	urn:lsid:marinespecies.org:taxname:218647
Gonyaulacales	urn:lsid:marinespecies.org:taxname:109391
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Decapoda	urn:lsid:marinespecies.org:taxname:1130
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
Bacillariophyceae	urn:lsid:marinespecies.org:taxname:148899
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
Phyllochaetopterus verrilli	urn:lsid:marinespecies.org:taxname:330566
	
	
	
	
Rhodomelaceae	urn:lsid:marinespecies.org:taxname:143674
Stylocheilus striatus	urn:lsid:marinespecies.org:taxname:224662
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Gastropoda	urn:lsid:marinespecies.org:taxname:101
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Cycloachelous granulatus	urn:lsid:marinespecies.org:taxname:557899
	
	
Haplosclerida	urn:lsid:marinespecies.org:taxname:131598
Cerithium atromarginatum	urn:lsid:marinespecies.org:taxname:216683
	
Carcharhinus melanopterus	urn:lsid:marinespecies.org:taxname:105795
	
	
	
	
	
	
	
	
Ascomycota	urn:lsid:marinespecies.org:taxname:21891
	
Clathria unica	urn:lsid:marinespecies.org:taxname:190549
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Bacillariaceae	urn:lsid:marinespecies.org:taxname:149002
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
Hemimycale	urn:lsid:marinespecies.org:taxname:131948
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
Ophichthidae	urn:lsid:marinespecies.org:taxname:125434
	
	
Cnidaria	urn:lsid:marinespecies.org:taxname:1267
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Pelagia panopyra	urn:lsid:marinespecies.org:taxname:220477
	
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Florideophyceae	urn:lsid:marinespecies.org:taxname:368670
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Bacillariaceae	urn:lsid:marinespecies.org:taxname:149002
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
Gastropoda	urn:lsid:marinespecies.org:taxname:101
Naviculales	urn:lsid:marinespecies.org:taxname:149015
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Pachychalina tenera	urn:lsid:marinespecies.org:taxname:178479
	
	
	
Discosomidae	urn:lsid:marinespecies.org:taxname:742313
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
	
	
Ascomycota	urn:lsid:marinespecies.org:taxname:21891
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Goniopora	urn:lsid:marinespecies.org:taxname:205476
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
